delta,delta_se,lambda,lambda_se,t_zero,p_zero,t_one,p_one,r2,n_moments,n_models,n_obs
0.10050047095468148,0.004133070968763031,0.8490098604774322,0.3820143881211753,2.2224551924681055,0.026252558943397286,-0.39524725826471646,0.6926604188986873,0.9243142402606916,72,15,6527
